FID,LATITUDE,LONGITUDE,MINERAL,DESCRIPTION,PURETE
541,-12.3150565949999,13.115504582,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
542,-12.3150565949999,13.115504582,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
543,-12.2481815569999,13.122040087,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
544,-12.2665727499999,13.133636922,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
545,-12.3008051279999,13.098126338,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
546,-12.3220606809999,13.144259629,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
547,-12.3334868819999,13.170192536,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
548,-12.3156766549999,13.192952211,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
549,-12.2950148469999,13.208509508,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
550,-12.3139151709999,13.22018143,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
551,-12.3302333559999,13.200274957,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
552,-12.3536919969999,13.142724718,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
553,-12.3130629249999,13.164242979,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
554,-12.3000819699999,13.146897743,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
555,-12.2809820269999,13.153866556,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
556,-12.2462898749999,13.154350525,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
557,-12.2531052159999,13.169079769,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
558,-12.2687356219999,13.202494034,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
559,-12.2728072059999,13.231218357,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
560,-12.2890453289999,13.260229661,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
561,-12.2889072109999,13.231389817,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
562,-12.3020011529999,13.238698885,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
563,-12.2910035669999,13.174049461,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
564,-12.2864396739999,13.189775876,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
565,-12.2704856329999,13.176699913,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
566,-12.2486991879999,13.159557676,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
567,-12.2525733999999,13.216661216,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
568,-12.2522736359999,13.243398958,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
569,-12.3338899949999,13.132909736,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
570,-12.2974851729999,13.116754791,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
571,-11.4051751239999,13.004527158,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
572,-11.4173764099999,13.002904773,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
573,-11.4368233909999,13.005561062,NICKEL,"Le nickel est un élément métallique de transition de couleur argentée, malléable et ductile.",93.37046703849808
574,-11.4514431409999,13.005164449,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
575,-11.4709420449999,13.004236329,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
576,-11.5026261909999,13.002874174,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
577,-11.5227096139999,13.003741358,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
578,-11.5359633549999,13.014070277,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
579,-11.5497526989999,13.029780325,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
580,-11.5550346259999,13.044182515,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
581,-11.5529674689999,13.061472569,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
582,-11.5490476289999,13.080529212,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
583,-11.5445593969999,13.096592249,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
584,-11.5297068469999,13.11311265,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
585,-11.5227964869999,13.127947854,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
586,-11.5098692919999,13.137326777,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
587,-11.5088535749999,13.122981828,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
588,-11.5212883639999,13.10523618,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
589,-11.5282229189999,13.088609767,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
590,-11.5284069129999,13.075475083,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
591,-11.5328286689999,13.064188751,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
592,-11.5410799639999,13.084005395,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
593,-11.5419637689999,13.064311242,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
594,-11.5433480249999,13.052386716,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
595,-11.5423127949999,13.039235508,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
596,-11.5339622229999,13.026583645,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
597,-11.5254958169999,13.022290167,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
598,-11.5152448739999,13.014986793,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
599,-11.5012912279999,13.011215994,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
600,-11.4892151349999,13.003887231,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
601,-11.4781466629999,13.011499676,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
602,-11.4635177049999,13.012494707,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
603,-11.4482970439999,13.012286571,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
604,-11.4288149839999,13.012018859,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
605,-11.4166560859999,13.010656875,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
606,-11.4177105749999,13.022015996,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
607,-11.4230270029999,13.033434077,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
608,-11.4356419269999,13.045549965,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
609,-11.4319090979999,13.058367945,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
610,-11.4262777479999,13.072553838,CUIVRE,"Le cuivre est un métal utilisé dans de nombreux secteurs, y compris l'électricité, l'électronique et la construction.",94.14651788578496
